record_id,entity_id
17179869487,17179869487
17179869788,17179869788
17179870193,17179870193
17179870343,17179870343
17179870614,17179870614
17179870829,17179870829
17179871026,17179871026
17179871724,17179871724
17179871947,17179871947
17179872052,17179872052
17179872108,17179869649
17179872248,17179872248
17179872284,17179872284
17179872309,17179872309
17179873021,17179869723
17179873493,17179873493
17179873618,17179873618
17179873705,17179871755
17179874016,17179871252
17179874480,17179870942
17179874545,17179874545
17179874562,17179870910
17179874611,17179874611
17179874660,17179869540
17179874818,17179874818
17179875013,17179875013
17179875047,17179869231
17179875198,17179875198
17179875298,17179875298
17179875347,17179869873
17179875397,17179875397
17179876157,17179870015
17179876164,17179875982
17179876368,17179869445
17179876408,17179870015
17179876513,17179876513
17179876917,17179869726
17179877106,17179871932
17179877356,17179876377
17179877726,17179875115
17179878269,17179875782
17179878442,17179878442
17179879035,17179875137
17179879385,17179876778
17179879441,17179870715
17179879456,17179879456
17179879537,17179869383
17179880187,17179871494
17179880237,17179877028
17179880636,17179872182
17179881323,17179870105
17179881521,17179881521
17179881562,17179875720
17179881744,17179877690
17179881843,17179881843
17179881858,17179870153
17179882082,17179880356
17179882199,17179872863
17179882350,17179882350
17179882638,17179881336
17179883317,17179872252
17179883657,17179877662
17179883883,17179883883
17179884027,17179874162
17179884086,17179869224
17179884370,17179870017
17179885215,17179869675
17179885518,17179875684
17179885711,17179872869
17179885722,17179872966
17179885755,17179875163
17179886061,17179869491
17179886173,17179869204
17179886176,17179886176
17179886365,17179873062
17179886767,17179870693
17179886809,17179872366
17179887086,17179887086
17179887134,17179872181
17179887139,17179872227
17179887218,17179870114
17179887357,17179887357
17179888183,17179871591
17179888207,17179884032
17179888246,17179874172
17179888376,17179873274
17179889147,17179874609
17179889221,17179871484
17179889248,17179874565
17179889250,17179874356
17179889305,17179871986
17179889896,17179877286
17179890419,17179870652
17179890477,17179890477
17179890730,17179883348
17179890737,17179879416
17179890989,17179882556
17179891582,17179870861
17179892288,17179883146
17179892838,17179879674
17179892876,17179875261
17179892941,17179873784
17179893204,17179877639
17179893294,17179883056
17179893335,17179882473
17179893386,17179875245
17179893911,17179870967
17179894386,17179871565
17179894533,17179870578
17179894588,17179894588
17179894780,17179870574
17179894781,17179894781
17179895063,17179872359
17179896075,17179876042
17179896568,17179871172
17179896711,17179878474
17179896715,17179891078
17179897043,17179879181
17179897272,17179871917
17179897273,17179897273
17179897378,17179874585
17179897434,17179870218
17179897495,17179869710
17179897655,17179872064
17179898038,17179890158
17179898135,17179875066
17179898168,17179871895
17179898195,17179898195
17179898358,17179872325
17179898430,17179878425
17179898457,17179869629
17179899134,17179872574
17179899474,17179885818
17179899477,17179899477
17179900530,17179873970
17179901150,17179878152
17179901265,17179871237
17179901558,17179874368
17179902122,17179869593
17179902491,17179873582
17179869191,17179869191
17179869384,17179869384
17179869576,17179869576
17179869691,17179869545
17179869783,17179869783
17179869879,17179869879
17179870080,17179870080
17179870178,17179870178
17179870190,17179870190
17179870349,17179869423
17179870503,17179870503
17179870655,17179870655
17179870902,17179870902
17179871181,17179871181
17179871246,17179870255
17179871433,17179871433
17179871486,17179869317
17179871890,17179871890
17179872237,17179872237
17179872357,17179869369
17179872587,17179872587
17179872865,17179870853
17179872999,17179872999
17179873085,17179870180
17179873205,17179873205
17179873366,17179873366
17179873457,17179871491
17179873764,17179869292
17179873770,17179873770
17179874313,17179874313
17179874561,17179870925
17179875001,17179870770
17179875029,17179875029
17179875318,17179875318
17179875324,17179875324
17179875592,17179875592
17179875894,17179875894
17179875992,17179875992
17179875994,17179870531
17179876117,17179873902
17179876232,17179876232
17179876297,17179876297
17179876367,17179875289
17179876468,17179874078
17179876511,17179869832
17179876609,17179876609
17179876785,17179871605
17179876848,17179876848
17179877114,17179876662
17179877751,17179877751
17179877774,17179877774
17179877797,17179869715
17179877815,17179877815
17179878059,17179869926
17179878150,17179878150
17179878207,17179869542
17179878411,17179870092
17179878457,17179871754
17179878863,17179870289
17179878912,17179870381
17179879056,17179870034
17179879110,17179875136
17179879187,17179869584
17179879407,17179878722
17179879483,17179875799
17179879569,17179869402
17179879898,17179879898
17179879941,17179869562
17179880113,17179880113
17179880183,17179870147
17179880313,17179871977
17179880799,17179870488
17179881041,17179872807
17179881093,17179875095
17179881181,17179871724
17179881998,17179869285
17179882003,17179882003
17179882081,17179882081
17179882196,17179871710
17179882301,17179882301
17179882439,17179869434
17179882452,17179869803
17179882485,17179875852
17179882516,17179882516
17179882578,17179876685
17179882837,17179882349
17179883054,17179875973
17179883183,17179883183
17179883211,17179879625
17179883329,17179870655
17179883550,17179880088
17179883592,17179875413
17179884050,17179874239
17179884190,17179875933
17179884394,17179881287
17179885129,17179870020
17179885364,17179879099
17179885861,17179871128
17179886020,17179875443
17179886031,17179871388
17179886153,17179880930
17179886205,17179873042
17179886584,17179876672
17179886937,17179874929
17179887118,17179887118
17179887542,17179872449
17179887830,17179879450
17179888079,17179873436
17179888347,17179869649
17179888417,17179870405
17179888633,17179878342
17179888715,17179869519
17179888925,17179871846
17179888986,17179870102
17179889127,17179869386
17179889359,17179887890
17179889434,17179880227
17179889459,17179873307
17179889700,17179870694
17179889718,17179885537
17179890185,17179876029
17179890333,17179890333
17179890462,17179869850
17179890896,17179875246
17179891269,17179879290
17179891483,17179870737
17179891748,17179869935
17179891972,17179869862
17179891999,17179870839
17179892615,17179869649
17179892665,17179873498
17179893008,17179876010
17179893022,17179872550
17179893269,17179869674
17179893328,17179876625
17179893541,17179873218
17179893657,17179875592
17179893778,17179870286
17179894181,17179873421
17179894319,17179880911
17179895283,17179895283
17179895383,17179895383
17179895571,17179875768
17179895584,17179869940
17179895718,17179872040
17179895741,17179873817
17179895991,17179869569
17179896220,17179874901
17179896304,17179879980
17179896738,17179875581
17179897310,17179876577
17179897325,17179875746
17179897697,17179877631
17179897835,17179869493
17179897968,17179877533
17179898226,17179869968
17179898442,17179871051
17179898579,17179877013
17179898590,17179879764
17179898676,17179870595
17179898716,17179871559
17179898876,17179871912
17179898888,17179869803
17179899083,17179879649
17179899240,17179877660
17179899387,17179873336
17179899426,17179878995
17179899450,17179870175
17179899834,17179872886
17179899921,17179871400
17179900124,17179869998
17179900205,17179900205
17179900220,17179873588
17179900501,17179874881
17179900983,17179870068
17179901018,17179870434
17179901443,17179872062
17179901447,17179871901
17179901765,17179872043
17179902450,17179870946
17179869241,17179869241
17179869405,17179869405
17179869430,17179869430
17179869435,17179869435
17179869499,17179869499
17179869545,17179869545
17179869670,17179869670
17179869871,17179869871
17179869925,17179869925
17179870069,17179870069
17179870176,17179870176
17179870588,17179870588
17179870897,17179870897
17179870926,17179870057
17179871102,17179869486
17179871253,17179871253
17179871364,17179871364
17179871414,17179871414
17179871675,17179871675
17179871776,17179871776
17179872093,17179872093
17179872129,17179872129
17179872227,17179872227
17179872416,17179872416
17179872813,17179872813
17179872914,17179870157
17179872993,17179871483
17179873007,17179873007
17179873220,17179869300
17179873290,17179869621
17179873610,17179872726
17179873647,17179873647
17179873775,17179873775
17179873783,17179873783
17179873871,17179873392
17179873972,17179873972
17179874073,17179874073
17179874265,17179874265
17179874770,17179872515
17179874955,17179874955
17179875060,17179874340
17179875187,17179875187
17179875429,17179869476
17179875443,17179875443
17179875679,17179875679
17179876074,17179876074
17179876206,17179876206
17179876414,17179875702
17179876538,17179876538
17179877296,17179875987
17179877320,17179869675
17179877335,17179877335
17179877579,17179877579
17179877846,17179877846
17179879025,17179870091
17179879340,17179871966
17179879490,17179878619
17179879676,17179872112
17179879715,17179869206
17179879775,17179869883
17179879867,17179872200
17179880182,17179874643
17179880261,17179874975
17179880497,17179871130
17179880807,17179872988
17179880863,17179873780
17179880892,17179869423
17179880954,17179871546
17179881147,17179869618
17179881169,17179874244
17179881244,17179874198
17179881351,17179874185
17179881441,17179872838
17179881709,17179881709
17179881864,17179881864
17179881872,17179881872
17179882066,17179870601
17179882237,17179881750
17179882440,17179882440
17179882457,17179878726
17179882459,17179882459
17179882506,17179872008
17179882718,17179870154
17179882998,17179869307
17179883147,17179879494
17179883243,17179881609
17179883396,17179883396
17179883472,17179871328
17179883671,17179871502
17179883693,17179877589
17179883695,17179883695
17179883753,17179875542
17179883820,17179870342
17179884268,17179877884
17179884335,17179877142
17179884355,17179869197
17179884505,17179870130
17179884623,17179871417
17179884768,17179884768
17179884803,17179871159
17179884876,17179884876
17179884915,17179876766
17179884997,17179873443
17179885079,17179869565
17179885353,17179871124
17179885375,17179874006
17179885556,17179870993
17179886060,17179886060
17179886215,17179886215
17179886311,17179869974
17179886602,17179886602
17179886823,17179886823
17179887032,17179878200
17179887092,17179870000
17179887487,17179870914
17179887511,17179869771
17179887711,17179869335
17179887715,17179871499
17179887784,17179870982
17179887788,17179869410
17179887832,17179878176
17179887873,17179887873
17179887914,17179878552
17179888058,17179888058
17179888167,17179877583
17179888176,17179873837
17179888468,17179878897
17179889073,17179871203
17179889113,17179878796
17179889356,17179880011
17179889593,17179870173
17179889616,17179874657
17179889668,17179889668
17179889686,17179871383
17179890245,17179871408
17179890650,17179872314
17179890856,17179878726
17179891563,17179871395
17179891635,17179869184
17179891676,17179871622
17179892145,17179871788
17179892257,17179871233
17179892299,17179875324
17179892445,17179886176
17179892460,17179870666
17179892668,17179872930
17179892806,17179876648
17179892817,17179882013
17179893030,17179869334
17179893324,17179870654
17179893325,17179869950
17179893626,17179876405
17179893816,17179884781
17179893965,17179872440
17179894246,17179869397
17179894248,17179874133
17179894326,17179870168
17179894328,17179870461
17179894451,17179873717
17179894684,17179871274
17179894742,17179880993
17179894764,17179887440
17179894783,17179876249
17179894894,17179869423
17179895004,17179880851
17179895254,17179883000
17179895319,17179877850
17179895458,17179872049
17179895477,17179871863
17179895696,17179872841
17179895740,17179873271
17179895744,17179877331
17179895824,17179869423
17179896049,17179881446
17179896135,17179880487
17179896423,17179869329
17179896550,17179870480
17179896579,17179869409
17179896968,17179869524
17179897077,17179896887
17179897452,17179871871
17179897502,17179872107
17179897625,17179878897
17179897755,17179871465
17179897774,17179897774
17179897952,17179872943
17179897985,17179877941
17179897992,17179875643
17179898408,17179898408
17179898880,17179876822
17179899323,17179877509
17179899535,17179869673
17179899601,17179899601
17179899733,17179885313
17179900185,17179875536
17179900299,17179900299
17179900316,17179878440
17179900357,17179876417
17179900469,17179883150
17179900485,17179869649
17179900586,17179875502
17179900602,17179871280
17179900934,17179877290
17179901052,17179869639
17179901094,17179876099
17179901292,17179886466
17179901528,17179870144
17179901548,17179876298
17179901702,17179893041
17179901825,17179869623
17179902092,17179874685
17179902294,17179873816
17179902299,17179870898
17179902380,17179877970
17179902468,17179869223
17179902584,17179887912
17179869441,17179869441
17179869547,17179869547
17179869585,17179869585
17179869652,17179869652
17179869819,17179869819
17179869831,17179869831
17179869878,17179869878
17179869913,17179869284
17179870629,17179870629
17179870896,17179870896
17179871146,17179871146
17179871406,17179871406
17179872056,17179872056
17179872406,17179872406
17179872581,17179869509
17179872638,17179872638
17179872819,17179872819
17179872838,17179872838
17179873105,17179873105
17179873661,17179871252
17179873679,17179873679
17179873898,17179873898
17179874229,17179874229
17179874473,17179873896
17179874487,17179872038
17179874503,17179872534
17179875191,17179875191
17179875263,17179869489
17179875620,17179875620
17179875623,17179869898
17179875779,17179875779
17179875830,17179869423
17179875953,17179870027
17179875954,17179872808
17179875998,17179875280
17179876109,17179872038
17179876189,17179876189
17179876199,17179873190
17179876238,17179873087
17179876402,17179873174
17179876546,17179874931
17179877121,17179869591
17179877212,17179872888
17179877518,17179870337
17179877547,17179877202
17179878137,17179878137
17179878266,17179876553
17179878321,17179874514
17179878550,17179878550
17179878557,17179878557
17179878657,17179875072
17179879433,17179876072
17179880043,17179871222
17179880128,17179880128
17179880464,17179880464
17179880738,17179871172
17179881259,17179870995
17179881271,17179870301
17179881459,17179871752
17179881835,17179873589
17179882048,17179874227
17179882203,17179874273
17179882349,17179882349
17179882465,17179872748
17179882873,17179870357
17179882973,17179882973
17179883100,17179870935
17179883314,17179871471
17179883744,17179883744
17179883862,17179869201
17179883924,17179883924
17179884208,17179876133
17179884403,17179870783
17179884464,17179869919
17179884661,17179869828
17179884709,17179869226
17179884995,17179884995
17179885448,17179873050
17179885533,17179885533
17179885751,17179883579
17179885817,17179870361
17179885977,17179870556
17179886038,17179872419
17179886244,17179873016
17179886391,17179870556
17179886487,17179873652
17179886505,17179869831
17179886725,17179869449
17179886765,17179886765
17179886902,17179879060
17179887117,17179887117
17179887168,17179872919
17179887465,17179869933
17179887863,17179870791
17179888124,17179870130
17179888609,17179872840
17179889012,17179876074
17179889207,17179873414
17179889881,17179870951
17179890341,17179890341
17179890505,17179870534
17179890667,17179890667
17179891039,17179870917
17179891274,17179877641
17179891383,17179872477
17179891636,17179869376
17179891803,17179876286
17179891932,17179874762
17179891984,17179880998
17179892003,17179892003
17179892076,17179886649
17179892130,17179872153
17179892218,17179872181
17179892388,17179892388
17179892915,17179870284
17179893151,17179871598
17179893187,17179872055
17179893662,17179870366
17179893740,17179874863
17179894149,17179879093
17179895059,17179869556
17179895069,17179869601
17179895080,17179876680
17179895296,17179876662
17179895595,17179884539
17179895611,17179877142
17179895742,17179874191
17179895898,17179871471
17179896090,17179869407
17179896299,17179878087
17179896305,17179880529
17179896468,17179875777
17179896689,17179876730
17179896694,17179874548
17179896843,17179876943
17179896866,17179885511
17179897431,17179887245
17179897486,17179894767
17179897647,17179871382
17179897728,17179877241
17179897826,17179874286
17179898221,17179870255
17179898248,17179876526
17179898531,17179873987
17179898578,17179881972
17179898617,17179869787
17179898664,17179876099
17179898862,17179871198
17179898883,17179873642
17179899126,17179871491
17179899248,17179877455
17179899478,17179869374
17179899700,17179869944
17179899842,17179878600
17179900071,17179873022
17179900087,17179870535
17179900138,17179874353
17179900582,17179873677
17179900607,17179871354
17179900650,17179900650
17179900716,17179872303
17179900724,17179869777
17179900890,17179870451
17179900896,17179870258
17179900969,17179875903
17179901398,17179873682
17179901453,17179893277
17179901643,17179873892
17179901677,17179871091
17179901886,17179874802
17179902171,17179872531
17179902244,17179870134
17179902511,17179878447
17179869313,17179869313
17179870016,17179870016
17179870687,17179870687
17179870720,17179870720
17179871186,17179871186
17179871400,17179871400
17179871528,17179871528
17179871927,17179871927
17179871946,17179871946
17179872031,17179872031
17179872186,17179872186
17179872218,17179870249
17179872655,17179872655
17179873900,17179873900
17179874422,17179874422
17179874776,17179874776
17179874875,17179874875
17179874931,17179874931
17179875019,17179875019
17179875258,17179869666
17179875427,17179870724
17179875615,17179871955
17179875742,17179870549
17179875759,17179875759
17179875867,17179875265
17179875923,17179869676
17179876087,17179874548
17179876310,17179875148
17179876655,17179875231
17179876876,17179876876
17179876885,17179869706
17179877014,17179870897
17179877051,17179875201
17179877073,17179869455
17179877215,17179872534
17179877295,17179870707
17179877496,17179875971
17179877538,17179877538
17179877606,17179869887
17179877640,17179870216
17179877722,17179869545
17179877890,17179870057
17179878132,17179878132
17179878377,17179876101
17179878734,17179878734
17179878938,17179869690
17179880176,17179869525
17179880247,17179874062
17179880561,17179869630
17179880596,17179880596
17179880755,17179869844
17179880996,17179869680
17179881293,17179870009
17179881374,17179873471
17179881549,17179881549
17179882050,17179874395
17179882270,17179873520
17179882537,17179870406
17179882567,17179870503
17179882598,17179871495
17179882670,17179874977
17179882747,17179869940
17179882749,17179876865
17179882929,17179882929
17179882999,17179870595
17179883059,17179874945
17179883072,17179877010
17179883165,17179880988
17179883218,17179883218
17179883289,17179870933
17179883341,17179872506
17179883613,17179871245
17179884080,17179884080
17179884294,17179870658
17179884741,17179871871
17179885078,17179870803
17179885408,17179869738
17179885954,17179873735
17179886142,17179886142
17179886372,17179886372
17179886491,17179879962
17179886563,17179870437
17179886784,17179880334
17179887505,17179887505
17179888022,17179871490
17179888348,17179869660
17179888375,17179869619
17179888436,17179885065
17179888990,17179875809
17179889153,17179871243
17179889258,17179871843
17179890097,17179876654
17179890129,17179871622
17179890319,17179882311
17179890528,17179873027
17179890621,17179869509
17179890817,17179890817
17179890984,17179872763
17179890990,17179882156
17179891194,17179880945
17179891301,17179883631
17179891343,17179873008
17179891416,17179885265
17179891586,17179870520
17179892307,17179869903
17179892356,17179869715
17179892459,17179892459
17179892462,17179873122
17179892640,17179872156
17179892747,17179872020
17179893266,17179893266
17179893506,17179869434
17179893603,17179870855
17179893836,17179893836
17179893968,17179880175
17179894132,17179879911
17179894144,17179882858
17179894256,17179882329
